,Atmospheric Pressure,Inclination Switch,Fault Code Count,Ignition Coil Current Diagnosis,Fault Light Mileage,Engine Operating Time,Ignition Advance Angle,Idling Correction Ignition Angle,Fuel Injection Prohibition Mode,Injection Mode,Bypass Delay Correction,ABV Opening,ABV Idling Correction,ABV Learning Value,Lambda Setting,Air-Fuel Ratio Rich,Closed Loop Control,Air Flow,Throttle Valve Air Flow,Intake Manifold Pressure,Intake Manifold Front Pressure,MFF_AD_ADD_MMV_REL,MFF_AD_FAC_MMV_REL,MFF_AD_ADD_MMV,MFF_AD_FAC_MMV,Fuel Injection Quantity,MFF_WUP_COR,Ignition Mode,Engine RPM,Engine RPM Limit,Idling Target RPM,Fuel Injection Start Angle,Fuel Pump State,Engine State,Engine Temperature,Water Temperature PWM,Ignition Magnetization Time,Fuel Injection Time,Closed Loop Fuel Correction,Intake Temperature,Combustion Chamber Intake Temperature,TPS Opening,TPS Idling Learning Value,Battery Voltage,O2 Voltage,Vehicle Speed,TPS Voltage,Seat Switch State,X-axis Angular Velocity,Y-axis Angular Velocity,Z-axis Angular Velocity,X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Angle,Y-axis Angle,Z-axis Angle
0,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9857142857142858,0.8636363635261697,0.0,0.0,1.0,1.0,0.3333960135228797,0.0180967873644401,0.5305466237942122,0.6299319727891155,0.0,0.0,0.0,0.0,0.3519798868636077,1.0,0.0,0.0276174773289364,0.0,0.0498007968127489,1.0000000000000002,0.0,0.0,0.0,0.0,0.7135278514588859,0.3518672199170124,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.5294117652595336,0.9627659574468084,0.0276174773289365,0.0030674846625767,0.0,0.5885943922784578,0.6204606392700013,0.4117584823590019,0.4175321605296367,0.4917031540564294,0.6825083539751947,0.8763634295206535,0.8739686774189666,0.6682768612852783
5,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9857142857142858,0.8636363635261697,0.0,0.0,1.0,1.0,0.3333960135228797,0.0180967873644401,0.5305466237942122,0.6299319727891155,0.0,0.0,0.0,0.0,0.3519798868636077,1.0,0.0,0.0276174773289364,0.0,0.0498007968127489,1.0000000000000002,0.0,0.0,0.0,0.0,0.7135278514588859,0.3518672199170124,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.5294117652595336,0.9627659574468084,0.0276174773289365,0.0030674846625767,0.0,0.5864116136621274,0.6404045825300702,0.4107562612948666,0.4635535225753489,0.4978223120569827,0.68414315338414,0.866658082979394,0.8699789090444546,0.6667060583385587
10,0.8571428571428612,0.0,0.0,0.7999999999999997,0.0,0.0,0.1309523810539692,0.4166666666666667,0.0,0.0,0.0,0.9857142857142858,0.8636363635261697,0.0,0.0,1.0,1.0,0.333019932265255,0.0180967873644401,0.5241157556270096,0.620408163265306,0.0,0.0,0.0,0.0,0.3513513513513513,1.0,0.0,0.0366859027205275,0.0,0.0498007968127489,1.0000000000000002,0.0,0.0,0.0,0.0,0.7055702917771884,0.3518672199170124,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.588235295778599,0.957446808510638,0.0366859027205275,0.0030674846625767,0.0,0.5760629741871603,0.6311474377851459,0.4112281540720121,0.4568207915798059,0.4526354735127716,0.6664694535641754,0.8723425256360331,0.8453015403797647,0.6047471685831397
15,0.8571428571428612,0.0,0.0,0.7999999999999997,0.0,0.0,0.1309523810539692,0.4166666666666667,0.0,0.0,0.0,0.9857142857142858,0.8636363635261697,0.0,0.0,1.0,1.0,0.333019932265255,0.0180967873644401,0.5241157556270096,0.620408163265306,0.0,0.0,0.0,0.0,0.3513513513513513,1.0,0.0,0.0366859027205275,0.0,0.0498007968127489,1.0000000000000002,0.0,0.0,0.0,0.0,0.7055702917771884,0.3518672199170124,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.588235295778599,0.957446808510638,0.0366859027205275,0.0030674846625767,0.0,0.5808538198467954,0.6421860868867059,0.409216835933038,0.4483399816742122,0.4857547837583055,0.6785930151576794,0.8690499199994801,0.8623815084644052,0.6490591155046124
20,0.8571428571428612,0.0,0.0,0.7999999999999997,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9857142857142858,0.8636363635261697,0.0,0.0,1.0,1.0,0.3286949981034359,0.0180967873644401,0.5257234726688103,0.6285714285714286,0.0,0.0,0.0,0.0,0.3482086737900691,1.0,0.0,0.0272052761747732,0.0,0.0498007968127489,1.0000000000000002,0.0,0.0,0.0,0.0,0.7241379310344829,0.3485477178423237,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.588235295778599,0.9627659574468084,0.0272052761747732,0.0030674846625767,0.0,0.5569744538639274,0.6457206840447913,0.4066252411744724,0.4503782471708908,0.4969357690246219,0.715521593835406,0.8697096974831147,0.873926073539063,0.6648730689825144
25,0.8571428571428612,0.0,0.0,0.7999999999999997,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9857142857142858,0.8636363635261697,0.0,0.0,1.0,1.0,0.3286949981034359,0.0180967873644401,0.5257234726688103,0.6285714285714286,0.0,0.0,0.0,0.0,0.3482086737900691,1.0,0.0,0.0272052761747732,0.0,0.0498007968127489,1.0000000000000002,0.0,0.0,0.0,0.0,0.7241379310344829,0.3485477178423237,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.588235295778599,0.9627659574468084,0.0272052761747732,0.0030674846625767,0.0,0.5680516809235421,0.6627649884699708,0.4071320115088459,0.4259769035075862,0.4917733019256646,0.7229015343687742,0.8744337383317538,0.8710172187139675,0.6587247991025705
30,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9857142857142858,0.8636363635261697,0.0,0.0,1.0,1.0,0.3320797291813662,0.0180967873644401,0.527331189710611,0.6272108843537414,0.0,0.0,0.0,0.0,0.3507228158390949,1.0,0.0,0.0302967848309975,0.0,0.0498007968127489,1.0000000000000002,0.0,0.0,0.0,0.0,0.7427055702917773,0.3510373443983402,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7058823474046712,0.9468085106382976,0.0302967848309975,0.0030674846625767,0.0,0.5948862691740415,0.657677798722309,0.4113675776351904,0.4852179451225972,0.4564102300585088,0.7082536321866475,0.8722036994249156,0.835203335643119,0.5998803136336627
35,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9857142857142858,0.8636363635261697,0.0,0.0,1.0,1.0,0.3283189168458112,0.0180967873644401,0.5257234726688103,0.6285714285714286,0.0,0.0,0.0,0.0,0.3475801382778127,1.0,0.0,0.0265869744435284,0.0,0.0498007968127489,1.0000000000000002,0.0,0.0,0.0,0.0,0.7161803713527852,0.3477178423236515,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7058823474046712,0.9627659574468084,0.0265869744435284,0.0030674846625767,0.0,0.5979907240082437,0.6301136429183444,0.4126572763529342,0.4723814646468344,0.4587668968533812,0.7047774302071143,0.8704700053136044,0.8457137517631634,0.6110430417753641
40,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9857142857142858,0.8636363635261697,0.0,0.0,1.0,1.0,0.3283189168458112,0.0180967873644401,0.5257234726688103,0.6285714285714286,0.0,0.0,0.0,0.0,0.3475801382778127,1.0,0.0,0.0265869744435284,0.0,0.0498007968127489,1.0000000000000002,0.0,0.0,0.0,0.0,0.7161803713527852,0.3477178423236515,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7058823474046712,0.9627659574468084,0.0265869744435284,0.0030674846625767,0.0,0.6108107095565031,0.6244849122261354,0.4103943591860265,0.4527925004118089,0.5004674552915862,0.6979744418503674,0.8669419754175605,0.8683814370000386,0.6709137934793793
45,0.8571428571428612,0.0,0.0,0.7999999999999997,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3290710793610607,0.0180967873644401,0.527331189710611,0.6312925170068027,0.0,0.0,0.0,0.0,0.3482086737900691,1.0,0.0,0.0253503709810387,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.8514588859416443,0.3485477178423237,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.5294117652595336,0.9414893617021276,0.0253503709810387,0.0030674846625767,0.0,0.6028068146145547,0.6194385454252997,0.4099351297898115,0.3937984894330424,0.5014610712817084,0.6922813707560763,0.8807723582046211,0.8758968729467942,0.6774972730070334
